academic_year,school_id,grade,gender,student_category,students_enrolled,cwsn_enrolled
2022,9292039300,6,female,other,24,4
2022,9261409791,8,male,general,23,5
2022,9330895055,9,female,obc,24,2
2022,9226934900,2,female,st,22,5
2022,9470276471,2,female,other,20,4
2022,9469591758,8,male,other,29,3
2022,9132229460,11,male,general,20,5
2022,9525201084,1,male,st,26,5
2022,9227918706,4,male,general,25,5
2022,9198967912,10,male,obc,20,5
2022,9506806441,11,female,sc,26,3
2022,9013901703,4,male,sc,29,3
2022,9360658306,8,male,sc,24,5
2022,9517100085,1,male,st,29,4
2022,9356453329,7,male,other,30,4
2022,9453667762,12,male,st,22,4
2022,9053585820,7,male,st,29,2
2022,9381071774,5,female,other,25,5
2022,9259676853,10,male,general,26,3
2022,9233863040,1,male,sc,22,2
2022,9392016963,8,female,obc,23,3
2022,9263503353,8,male,other,30,3
2022,9261003324,4,female,other,22,4
2022,9254958953,10,male,other,22,2
2022,9066347579,9,male,other,23,4
2022,9528268378,2,female,st,30,2
2022,9131659174,8,male,st,26,3
2022,9253150274,10,male,sc,28,5
2022,9545011721,7,male,other,25,2
2022,9183309002,7,male,st,20,2
2022,9424329146,1,male,sc,22,5
2022,9466726729,9,male,obc,25,5
2022,9012823854,2,female,obc,21,3
2022,9233877998,2,male,general,26,2
2022,9191774776,2,female,other,20,5
2022,9099967636,5,female,obc,21,2
2022,9558467065,11,female,sc,30,2
2022,9571090176,1,male,sc,27,5
2022,9120511625,5,male,general,22,5
2022,9410421151,3,male,st,22,5
2022,9560853787,2,female,st,28,4
2022,9298306559,10,male,sc,20,5
2022,9316085032,2,male,other,25,2
2022,9396198029,9,male,sc,25,2
2022,9164153947,6,female,other,25,3
2022,9341791924,6,male,general,24,5
2022,9087391963,11,female,st,29,3
2022,9280558831,12,male,general,29,4
2022,9217814317,5,female,sc,22,2
2022,9347825614,8,male,general,24,4
2022,9163920392,6,male,st,28,2
2022,9255306970,12,male,general,27,3
2022,9465624664,6,female,st,27,3
2022,9555266648,8,male,sc,21,5
2022,9167375106,2,male,sc,20,5
2022,9284744190,7,male,obc,27,4
2022,9408668729,1,male,sc,27,3
2022,9484554493,12,female,other,25,2
2022,9159131974,6,male,obc,27,4
2022,9343009158,4,female,other,26,5
2022,9208783518,3,male,st,26,3
2022,9066309120,3,male,other,29,5
2022,9117455343,10,female,obc,27,3
2022,9494388612,1,female,general,27,2
2022,9085553305,6,female,general,25,3
2022,9377472186,7,male,st,22,4
2022,9371370071,9,male,sc,29,3
2022,9141104102,3,male,st,29,4
2022,9065467009,10,male,other,20,2
2022,9012126324,6,male,other,21,5
2022,9334297544,1,male,general,25,5
2022,9138667740,1,female,sc,25,2
2022,9363138423,12,male,sc,25,2
2022,9396630423,11,female,obc,25,2
2022,9504999567,7,female,other,20,2
2022,9491371559,7,female,obc,22,4
2022,9515282983,4,female,sc,24,2
2022,9207482249,8,female,obc,22,3
2022,9412374638,1,male,other,23,2
2022,9315436144,1,male,sc,20,5
2022,9170652519,4,male,other,22,3
2022,9207174105,7,female,general,22,5
2022,9314537295,7,male,obc,22,2
2022,9206903325,12,male,obc,23,5
2022,9336456762,5,male,obc,29,4
2022,9273288784,10,female,st,27,4
2022,9516517550,8,female,obc,29,4
2022,9550254364,11,female,st,27,5
2022,9003910124,11,female,st,24,4
2022,9094560789,6,female,other,27,4
2022,9281245749,6,female,general,21,3
2022,9249918308,12,male,obc,21,2
2022,9205488463,5,male,obc,26,4
2022,9528269580,5,female,obc,20,3
2022,9197250594,9,male,general,24,3
2022,9023879913,8,female,other,24,3
2022,9158694376,11,male,sc,26,3
2022,9361310598,4,male,st,20,3
2022,9092780089,8,female,obc,29,5
2022,9104479651,1,male,obc,30,5
2022,9167698130,3,female,obc,22,2
2022,9329111249,12,female,general,23,5
2022,9324945440,8,female,sc,22,2
2022,9340641705,10,male,sc,30,3
2022,9558996661,5,female,sc,28,3
2022,9511732270,1,male,sc,20,2
2022,9202998890,4,male,sc,29,2
2022,9154212920,6,female,general,22,5
2022,9541104374,11,female,general,30,4
2022,9394605891,10,female,sc,27,4
2022,9470507366,9,male,st,22,2
2022,9268867720,8,male,general,27,3
2022,9539721415,11,female,sc,20,2
2022,9367751169,12,male,general,28,4
2022,9142649261,4,male,st,27,2
2022,9222442371,4,male,obc,22,2
2022,9091368923,12,male,sc,26,3
2022,9442552404,6,female,sc,23,2
2022,9487443029,1,female,sc,29,3
2022,9288094996,7,male,st,29,3
2022,9208388110,6,male,obc,28,4
2022,9339076842,10,female,sc,23,4
2022,9297285786,12,female,general,23,5
2022,9199011127,8,male,general,25,3
2022,9355426288,2,female,other,30,3
2022,9385200429,8,male,obc,24,4
2022,9214234957,2,male,other,28,5
2022,9227654413,3,female,other,29,3
2022,9505238243,8,male,obc,29,4
2022,9504063512,9,male,general,23,4
2022,9059088249,9,female,st,24,2
2022,9473912947,4,male,obc,22,5
2022,9204219683,10,female,general,23,5
2022,9267657429,10,male,general,28,2
2022,9135733983,3,female,general,29,2
2022,9254820986,6,female,general,21,3
2022,9335368805,6,female,sc,26,2
2022,9104158403,8,female,general,26,4
2022,9324644085,12,female,other,29,2
2022,9401221078,6,male,st,22,3
2022,9520513343,3,female,sc,23,2
2022,9368433533,6,male,st,29,2
2022,9294926893,5,female,obc,23,4
2022,9311131840,6,male,sc,24,3
2022,9122116833,5,male,st,27,4
2022,9521332367,10,female,st,24,2
2022,9437120030,1,female,general,24,4
2022,9187841375,7,female,sc,24,3
2022,9028820654,8,female,sc,27,3
2022,9135441184,4,female,other,26,4
2022,9370460034,5,male,other,29,2
2022,9573814432,1,male,sc,21,3
2022,9461949584,1,male,st,20,4
2022,9454418451,2,male,sc,24,4
2022,9363114658,7,female,st,20,5
2022,9360584315,11,male,obc,25,3
2022,9438380513,9,female,general,29,3
2022,9357935301,11,male,other,26,4
2022,9421991215,7,female,general,29,5
2022,9570804607,10,male,st,29,2
2022,9005604352,6,female,general,26,4
2022,9343343867,9,male,sc,29,4
2022,9083251046,1,male,sc,23,2
2022,9433129832,2,female,sc,21,2
2022,9313730693,8,female,st,29,4
2022,9493845119,10,female,obc,30,3
2022,9369452758,11,male,st,22,2
2022,9254217031,1,female,other,28,5
2022,9061565852,5,male,sc,22,4
2022,9503500647,3,male,sc,20,3
2022,9289934646,6,female,st,26,2
2022,9442248104,2,male,st,23,2
2022,9422500393,2,male,other,30,5
2022,9255974679,2,female,obc,21,4
2022,9276694114,4,female,sc,27,2
2022,9337651181,6,female,other,30,3
2022,9170826648,12,male,obc,21,2
2022,9075652530,12,male,other,28,4
2022,9060712976,1,male,obc,21,5
2022,9538368409,3,female,st,30,4
2022,9029319248,1,male,other,27,3
2022,9017360211,12,female,sc,20,4
2022,9063069496,9,female,other,22,5
2022,9314938466,12,male,other,30,3
2022,9169922692,11,male,st,23,2
2022,9152136207,5,male,general,23,2
2022,9406868928,2,male,obc,21,3
2022,9217757922,9,female,sc,25,3
2022,9558311493,5,female,obc,24,4
2022,9530280440,4,female,other,27,2
2022,9125720424,4,male,sc,23,3
2022,9304829693,7,male,general,29,4
2022,9379575981,6,female,st,20,4
2022,9413005897,10,male,general,24,5
2022,9530357359,11,male,st,26,4
2022,9353459278,1,male,sc,21,2
2022,9248073422,4,female,sc,22,5
2022,9200004794,7,female,other,25,2
2022,9119104877,1,male,st,22,3
2022,9267241497,11,male,other,22,4
2022,9317536970,11,female,st,29,4
2022,9348600184,9,female,st,27,2
2022,9300721603,2,male,other,29,2
2022,9128494249,5,female,obc,29,4
2022,9275549010,12,male,general,22,5
2022,9567552101,1,male,obc,26,5
2022,9302115932,11,male,other,27,3
2022,9034168317,9,female,sc,26,2
2022,9038767075,8,male,other,22,2
2022,9425656605,12,female,obc,24,4
2022,9414058645,5,male,other,30,5
2022,9174798694,7,female,sc,20,5
2022,9023205834,8,female,general,29,5
2022,9180860421,7,female,general,27,3
2022,9195664742,4,female,general,24,2
2022,9095774990,11,male,other,21,4
2022,9395846172,12,male,sc,20,2
2022,9342343916,6,male,st,23,4
2022,9364935558,10,female,sc,22,5
2022,9564187181,11,male,obc,28,5
2022,9079754821,10,male,st,27,4
2022,9532787697,7,female,obc,28,4
2022,9452502584,7,female,obc,23,3
2022,9443841661,10,male,obc,29,5
2022,9158465537,8,male,sc,22,4
2022,9457257290,2,male,other,21,4
2022,9105576029,11,female,sc,22,3
2022,9137841755,1,male,general,24,5
2022,9242055703,4,male,sc,25,3
2022,9029293380,11,male,st,25,3
2022,9479114088,3,female,sc,22,3
2022,9457197790,1,female,sc,27,5
2022,9287367702,3,male,general,20,4
2022,9167387209,6,female,sc,30,3
2022,9530464992,8,male,obc,26,5
2022,9447760701,1,female,sc,23,5
2022,9277398464,6,male,st,29,3
2022,9137963117,10,female,general,29,3
2022,9390315134,9,female,obc,24,2
2022,9537867042,5,female,other,29,5
2022,9024552194,2,female,other,27,4
2022,9287412103,5,female,sc,25,5
2022,9362139674,8,female,sc,30,5
2022,9198053734,2,male,sc,20,2
2022,9323594944,6,male,obc,28,2
2022,9027460733,2,male,sc,26,4
2022,9012987474,8,male,obc,29,2
2022,9007196945,1,male,other,29,3
2022,9320369264,9,male,general,22,2
2022,9551668660,11,female,other,20,2
2022,9155913434,6,female,obc,29,2
2022,9412824674,10,female,obc,22,4
2022,9187395764,9,male,st,21,5
2022,9483231232,6,male,sc,24,5
2022,9014240157,8,male,general,25,3
2022,9344390875,12,male,other,25,2
2022,9275163679,2,male,sc,26,4
2022,9085544923,6,female,general,29,3
2022,9318193000,4,male,obc,23,2
2022,9240998306,5,male,sc,26,3
2022,9404967378,8,female,other,22,5
2022,9136889120,6,male,sc,29,5
2022,9331110839,4,male,general,22,4
2022,9473067288,3,female,general,29,3
2022,9078512121,6,male,other,27,4
2022,9269276000,3,female,general,27,5
2022,9374041549,3,female,sc,27,3
2022,9300630719,12,male,general,29,2
2022,9449292794,2,male,general,20,2
2022,9122737870,12,male,sc,28,3
2022,9506328502,11,female,st,26,4
2022,9305940572,9,male,other,23,3
2022,9283778403,12,male,general,30,4
2022,9483097550,4,female,st,30,4
2022,9310669131,2,male,st,29,5
2022,9554718915,8,female,st,27,3
2022,9319796909,3,male,obc,21,4
2022,9132950809,3,female,obc,28,3
2022,9153049033,12,female,sc,23,2
2022,9508475880,11,female,general,20,2
2022,9210356594,2,female,st,26,2
2022,9574619418,8,male,sc,29,4
2022,9491646565,12,male,other,26,2
2022,9429690301,11,male,st,21,5
2022,9435107920,4,female,obc,30,5
2022,9162620878,6,male,obc,23,4
2022,9217057131,8,male,general,24,4
2022,9346800209,3,male,st,25,3
2022,9568688739,12,female,other,28,5
2022,9430300567,6,male,sc,22,2
2022,9140207108,6,female,st,21,3
2022,9009296282,6,female,sc,25,5
2022,9064349621,9,female,st,20,2
2022,9205056133,6,male,other,24,5
2022,9163764845,5,female,other,24,5
2022,9567794784,7,male,other,26,5
2022,9446159361,7,female,sc,30,2
2022,9115656186,12,female,st,24,2
2022,9157805187,9,female,other,20,4
2022,9374961728,3,female,general,20,2
2022,9145792872,4,male,general,26,5
2022,9300120571,1,male,st,21,5
2022,9269410026,9,male,general,28,4
2022,9162568944,8,male,other,26,3
2022,9178641738,4,female,obc,20,3
2022,9458456542,3,male,general,20,2
2022,9505437867,8,female,other,30,2
2022,9351901146,6,male,sc,25,5
2022,9281927920,9,female,sc,27,5
2022,9278873736,5,female,st,30,4
2022,9547712393,6,female,st,22,3
2022,9127555058,3,male,general,24,3
2022,9476860042,1,male,other,21,4
2022,9513200431,2,male,sc,26,3
2022,9418331527,2,female,other,29,5
2022,9094270104,8,male,sc,30,5
2022,9444200661,2,female,st,24,5
2022,9379861240,9,female,other,27,2
2022,9465352499,10,female,other,23,3
2022,9221798317,7,male,general,26,4
2022,9145059698,1,male,st,20,5
2022,9393861248,4,female,other,23,2
2022,9222689826,3,female,general,23,5
2022,9289303403,12,male,st,26,3
2022,9425298541,3,female,sc,29,5
2022,9021076170,10,male,general,27,5
2022,9415228196,1,female,obc,26,4
2022,9566553371,9,male,st,28,2
2022,9168609673,8,female,obc,25,4
2022,9520269519,2,male,st,25,3
2022,9514317030,8,female,sc,23,3
2022,9055238217,8,male,general,22,3
2022,9505551585,8,male,sc,21,2
2022,9275160955,12,female,st,28,4
2022,9183162957,2,male,general,26,4
2022,9142969015,8,male,obc,30,2
2022,9132367034,5,male,sc,27,2
2022,9380749163,9,male,general,29,5
2022,9501008597,8,female,sc,20,3
2022,9105243323,1,female,obc,27,5
2022,9095965350,8,female,st,20,4
2022,9258595940,11,male,general,20,2
2022,9234342836,4,male,obc,26,4
2022,9167380284,12,female,other,21,5
2022,9370751656,8,male,sc,26,3
2022,9473243574,4,male,sc,28,3
2022,9162511868,11,male,obc,24,4
2022,9395732778,9,female,general,26,2
2022,9114720956,10,female,sc,30,3
2022,9538074914,1,male,sc,29,2
2022,9412810450,11,female,general,27,2
2022,9480242593,9,female,obc,25,5
2022,9011388479,6,male,obc,29,4
2022,9165147204,12,male,general,27,4
2022,9003802442,4,female,obc,30,4
2022,9127947351,1,female,sc,30,2
2022,9184715583,8,male,obc,20,2
2022,9199807041,9,male,other,28,4
2022,9111344217,8,female,st,29,3
2022,9435523085,11,male,other,20,3
2022,9298083560,6,male,sc,28,2
2022,9324937525,9,female,st,24,5
2022,9512802928,11,male,sc,23,2
2022,9051776119,8,female,general,20,2
2022,9367083805,12,female,st,30,3
2022,9212760057,4,male,sc,29,3
2022,9152480002,8,female,st,30,3
2022,9410429006,9,female,other,23,4
2022,9409996122,10,male,st,29,5
2022,9139820522,8,male,other,22,2
2022,9491402245,2,male,other,23,2
2022,9404704563,5,male,sc,20,3
2022,9321183169,1,female,general,23,3
2022,9305665198,5,female,obc,30,4
2022,9268823558,10,male,general,22,2
2022,9213535608,2,female,sc,29,5
2022,9296172582,7,male,st,26,4
2022,9274281273,6,female,general,25,3
2022,9288667655,12,female,sc,24,5
2022,9033622845,5,male,st,20,4
2022,9297773664,10,male,st,28,3
2022,9410603812,8,female,other,26,2
2022,9383700739,6,female,other,22,5
2022,9272664147,11,female,sc,26,4
2022,9322245359,11,male,st,28,4
2022,9183450517,2,male,obc,22,3
2022,9347599070,2,male,sc,29,3
2022,9059067049,2,female,st,27,2
2022,9134269101,12,female,st,28,2
2022,9253157763,8,female,st,26,5
2022,9081515623,10,male,sc,26,3
2022,9152978509,8,male,obc,25,2
2022,9148524693,10,female,obc,20,4
2022,9223912471,6,male,obc,25,4
2022,9289287737,3,male,sc,24,4
2022,9548338034,9,male,sc,29,3
2022,9364706950,7,male,other,21,4
2022,9475426239,10,female,sc,23,5
2022,9358528894,4,female,st,28,3
2022,9498757808,5,male,obc,27,4
2022,9250732985,1,female,st,27,5
2022,9309124215,9,male,other,29,3
2022,9074890750,7,female,general,23,4
2022,9175865619,5,male,sc,24,5
2022,9192413441,8,female,other,28,5
2022,9182027102,5,female,other,30,5
2022,9507389280,3,female,other,26,3
2022,9519853794,2,male,other,22,2
2022,9112768089,12,male,st,30,2
2022,9395216097,11,female,sc,20,2
2022,9437341827,5,female,obc,30,5
2022,9008908584,1,female,obc,24,4
2022,9053831389,2,female,sc,20,2
2022,9170022490,12,female,other,30,2
2022,9535618087,12,male,sc,28,5
2022,9447298341,11,female,general,29,3
2022,9165189797,10,female,other,26,2
2022,9447683430,8,female,st,29,5
2022,9211746419,5,female,sc,25,4
2022,9052355268,8,male,st,29,5
2022,9403692756,2,female,other,28,2
2022,9063276914,8,male,other,28,2
2022,9363735112,6,female,sc,23,3
2022,9350246764,6,male,other,24,3
2022,9054059440,6,male,st,24,3
2022,9247158059,7,male,other,26,4
2022,9262166405,7,male,other,23,2
2022,9367219679,5,male,st,20,5
2022,9438471693,3,female,st,30,3
2022,9574354371,10,male,other,28,5
2022,9101289612,3,female,sc,27,4
2022,9340733607,9,female,general,20,3
2022,9268807975,3,female,st,21,2
2022,9335866924,6,male,obc,22,4
2022,9348786754,7,female,general,22,2
2022,9445277516,12,male,sc,22,2
2022,9286550216,8,male,obc,28,4
2022,9102967936,5,male,general,30,5
2022,9337387991,3,female,other,30,2
2022,9320028603,3,male,other,21,5
2022,9220814144,3,male,sc,29,3
2022,9275998060,6,female,st,26,4
2022,9559971427,4,female,general,21,4
2022,9163240620,10,male,other,30,4
2022,9482843803,2,female,sc,22,2
2022,9483038112,2,female,st,28,3
2022,9080805575,10,female,sc,30,5
2022,9250106990,9,male,st,20,5
2022,9237057706,1,male,general,30,3
2022,9401382805,12,male,sc,21,3
2022,9283999085,7,female,sc,25,4
2022,9200606264,11,female,st,21,5
2022,9170115421,10,male,other,27,4
2022,9294337786,4,male,other,24,2
2022,9086090007,5,female,sc,30,3
2022,9320274928,6,male,other,25,3
2022,9221821367,5,male,obc,25,5
2022,9338496340,4,female,other,30,5
2022,9503557564,8,female,obc,29,3
2022,9432008947,7,male,general,28,4
2022,9483461314,6,male,sc,26,3
2022,9486917180,4,female,general,27,3
2022,9527912464,5,male,general,25,2
2022,9577790928,10,female,general,27,4
2022,9303961513,11,female,obc,29,4
2022,9535624390,9,female,obc,25,4
2022,9407646018,7,female,sc,21,3
2022,9249659562,10,male,general,27,4
2022,9494041829,4,female,general,21,3
2022,9527179225,5,female,sc,23,5
2022,9096005403,6,male,obc,22,4
2022,9481454290,1,female,obc,26,3
2022,9172059036,8,female,st,24,3
2022,9329676608,11,male,st,21,2
2022,9467891306,8,female,general,22,5
2022,9388145062,6,male,general,27,5
2022,9528781043,5,female,other,27,2
2022,9292647783,8,female,general,24,2
2022,9360838672,6,male,obc,20,4
2022,9181438358,7,female,st,28,5
2022,9531219491,12,female,other,30,2
2022,9240991727,12,male,general,24,4
2022,9312444860,12,female,other,24,5
2022,9086581716,4,female,general,28,5
2022,9093785277,10,male,general,27,3
2022,9185306679,10,female,sc,20,3
2022,9435018239,11,female,sc,25,5
2022,9233558008,2,male,general,22,2
2022,9268556982,10,male,obc,27,3
2022,9333938008,12,female,st,27,4
2022,9200176188,2,male,general,23,5
2022,9360219239,9,male,obc,25,5
2022,9255093849,7,male,sc,22,3
2022,9339242553,3,female,obc,25,3
2022,9493496456,5,male,sc,22,5
2022,9445969632,6,male,obc,29,5
2022,9293426206,10,male,st,27,2
2022,9296309280,12,female,sc,29,3
2022,9301605059,5,male,sc,24,4
2022,9247191293,9,male,other,22,3
2022,9522317994,6,male,general,22,2
2022,9213451892,4,male,other,28,2
2022,9486898137,9,female,other,25,4
2022,9205014856,2,male,general,30,3
2022,9052590824,12,male,obc,20,2
2022,9526739180,9,female,general,27,3
2022,9401034104,1,female,general,28,4
2022,9426637034,6,male,other,29,2
2022,9578232622,7,male,obc,24,3
2022,9300187865,11,male,sc,27,4
2022,9267529311,3,female,general,26,3
2022,9224563421,8,male,st,26,3
2022,9073853260,8,female,obc,26,3
2022,9354876037,12,male,sc,29,4
2022,9031158584,9,female,general,29,5
2022,9380551648,6,male,sc,29,4
2022,9258445899,7,male,sc,25,5
2022,9571149125,9,male,other,27,3
2022,9308791064,9,male,obc,25,2
2022,9036840867,8,female,other,25,2
2022,9461611461,1,female,obc,29,3
2022,9514278285,11,female,other,25,4
2022,9515249814,3,female,other,26,5
2022,9133671039,11,female,other,29,4
2022,9135381326,12,male,st,29,3
2022,9139757299,10,male,obc,30,4
2022,9569961770,6,male,general,22,3
2022,9345289114,4,female,general,25,5
2022,9375121887,7,female,st,23,5
2022,9190672690,5,female,obc,27,5
2022,9163466271,1,female,sc,29,5
2022,9042191879,6,male,general,27,3
2022,9477356079,5,male,st,22,4
2022,9276758385,2,female,other,29,2
2022,9527926446,4,female,other,20,5
2022,9522712146,4,male,obc,24,5
2022,9128438392,6,male,sc,21,5
2022,9355329396,10,male,obc,24,3
2022,9194240562,5,male,st,26,5
2022,9086306760,1,female,general,30,5
2022,9380196128,10,male,obc,29,2
2022,9369812181,10,male,other,29,5
2022,9518174345,8,male,st,30,3
2022,9136824189,12,male,other,30,2
2022,9248575632,1,male,sc,24,5
2022,9278098338,1,female,obc,25,3
2022,9474795457,10,female,sc,22,2
2022,9211046350,12,female,other,22,2
2022,9243101707,12,male,general,27,5
2022,9478048448,12,female,sc,28,5
2022,9312034718,3,male,st,21,2
2022,9057962918,2,female,obc,26,4
2022,9441118890,12,male,sc,21,2
2022,9417634649,4,male,general,30,5
2022,9472698681,4,male,other,20,4
2022,9284072465,4,male,other,26,4
2022,9409300646,10,male,general,26,4
2022,9245427586,2,female,general,23,5
2022,9003529103,12,female,other,20,5
2022,9492220918,7,male,sc,27,4
2022,9257615522,4,female,obc,25,3
2022,9070587494,11,female,sc,26,2
2022,9402903465,8,male,sc,30,2
2022,9339684195,5,female,st,22,2
2022,9477976912,10,female,sc,23,5
2022,9492721563,2,female,st,25,3
2022,9104444346,8,male,sc,20,3
2022,9438251290,1,male,obc,30,4
2022,9060487532,2,male,sc,20,2
2022,9428857731,10,female,obc,25,3
2022,9101284659,8,male,st,21,5
2022,9449894025,9,male,general,22,5
2022,9566118300,9,female,st,20,5
2022,9525089582,3,male,st,20,5
2022,9487262768,8,female,sc,21,2
2022,9168614633,4,male,sc,22,2
2022,9132664575,4,male,sc,21,5
2022,9197443329,4,female,other,25,5
2022,9309594980,3,female,sc,25,2
2022,9009526609,4,female,general,27,3
2022,9034660138,5,male,sc,28,2
2022,9084900470,12,female,general,25,2
2022,9207240438,6,male,general,24,2
2022,9472972541,4,male,other,23,4
2022,9462555043,12,male,obc,27,3
2022,9566492413,1,female,st,26,3
2022,9433939908,3,male,general,22,5
2022,9570574097,1,female,general,26,3
2022,9289499805,2,female,other,24,5
2022,9122888747,7,female,st,29,3
2022,9466988720,4,male,sc,26,5
2022,9151100006,9,female,sc,20,2
2022,9274178635,8,female,general,25,2
2022,9395102218,2,male,obc,29,5
2022,9440087131,9,female,sc,26,5
2022,9171404607,7,female,sc,28,3
2022,9351154721,9,male,sc,28,4
2022,9209281880,10,male,obc,28,3
2022,9403124644,2,male,general,23,3
2022,9335787400,8,male,other,27,3
2022,9264604766,7,female,sc,28,2
2022,9062046933,3,female,sc,26,4
2022,9118775036,11,female,st,25,3
2022,9218424801,8,male,st,29,4
2022,9200616671,3,female,other,28,5
2022,9332928447,12,female,general,24,3
2022,9135193429,12,female,st,29,2
2022,9273991370,2,male,obc,22,3
2022,9296808325,11,female,other,22,5
2022,9564090041,1,male,general,27,4
2022,9119927609,7,female,sc,27,5
2022,9325081366,8,female,other,20,4
2022,9144196317,3,female,st,24,5
2022,9572365220,5,male,st,25,2
2022,9108401229,4,male,obc,28,2
2022,9565821826,7,female,obc,24,3
2022,9292885245,8,male,other,20,4
2022,9420666097,6,male,other,22,5
2022,9308617293,7,male,general,20,2
2022,9005427568,8,male,sc,25,2
2022,9196709498,3,female,other,29,5
2022,9053190307,11,female,obc,25,5
2022,9146232162,9,female,other,26,3
2022,9370011303,7,male,sc,21,4
2022,9356857770,6,female,other,29,5
2022,9424587339,3,female,other,22,2
2022,9171588214,1,male,sc,29,3
2022,9232873140,12,male,other,29,3
2022,9075446715,6,female,obc,22,2
2022,9135685475,2,female,obc,25,4
2022,9433615653,9,female,sc,20,4
2022,9429438092,11,male,st,24,5
2022,9123584381,5,female,general,27,4
2022,9553903079,12,male,other,30,2
2022,9003868980,8,male,sc,26,2
2022,9179257294,5,female,st,24,3
2022,9405927814,6,male,general,23,3
2022,9352738525,5,male,sc,23,4
2022,9429500044,6,male,general,20,4
2022,9033675429,9,male,obc,30,3
2022,9181370560,3,female,obc,23,3
2022,9250336545,9,female,general,26,4
2022,9206544286,8,female,general,26,4
2022,9180025102,2,female,sc,25,5
2022,9305516756,4,male,obc,26,4
2022,9254319823,4,male,general,25,2
2022,9155257736,9,female,general,27,2
2022,9124529545,2,male,st,29,4
2022,9003423507,6,female,obc,23,5
2022,9144420495,8,male,sc,22,5
2022,9480569756,6,female,general,26,2
2022,9110627136,1,male,general,27,5
2022,9017297648,2,female,st,24,5
2022,9508598504,6,female,obc,22,3
2022,9269475052,5,male,obc,24,3
2022,9479922731,3,female,general,29,4
2022,9391594973,4,male,st,20,5
2022,9467177689,9,female,other,26,5
2022,9472603032,9,female,sc,26,5
2022,9527764779,6,female,sc,25,4
2022,9323957404,4,male,obc,21,3
2022,9559709922,7,male,obc,26,5
2022,9128303093,11,male,sc,29,3
2022,9034995713,7,male,sc,30,3
2022,9396844896,11,male,other,27,2
2022,9390029473,3,female,obc,26,3
2022,9102349103,9,male,sc,22,3
2022,9447864985,1,female,obc,28,3
2022,9255810674,11,female,st,26,5
2022,9515551824,5,female,other,23,5
2022,9475070048,12,male,obc,25,4
2022,9075806993,9,male,st,21,5
2022,9425337886,2,female,sc,30,4
2022,9107291987,6,male,other,21,2
2022,9454366181,1,male,obc,24,5
2022,9412344319,11,male,general,26,3
2022,9278102127,1,female,other,25,5
2022,9455875600,10,male,general,30,4
2022,9266314987,2,female,obc,26,2
2022,9533298764,4,female,st,20,2
2022,9449354831,11,male,st,23,5
2022,9466381010,2,female,other,29,3
2022,9541706660,7,female,general,22,5
2022,9479425965,12,female,sc,23,4
2022,9268003182,2,female,sc,25,2
2022,9441322257,3,male,sc,20,5
2022,9323930543,8,female,obc,21,2
2022,9523539521,10,male,sc,22,4
2022,9377639017,2,female,general,26,4
2022,9418794174,11,female,other,25,5
2022,9053664689,3,female,sc,22,5
2022,9579467554,7,female,other,26,4
2022,9189601967,10,female,general,24,5
2022,9497511054,3,male,other,29,2
2022,9341027044,1,male,st,30,5
2022,9077979375,6,male,sc,22,3
2022,9047719620,4,male,obc,25,3
2022,9227677019,7,female,st,23,3
2022,9190364372,7,male,obc,25,2
2022,9276750427,5,female,obc,24,3
2022,9390948050,10,female,obc,24,3
2022,9231683384,11,male,obc,25,2
2022,9545740210,10,male,sc,23,5
2022,9164721128,5,male,sc,23,5
2022,9106941378,2,male,sc,28,5
2022,9068058569,9,male,general,22,2
2022,9363438448,1,male,general,25,3
2022,9076762498,5,male,st,22,5
2022,9139377779,11,male,obc,27,2
2022,9066657886,6,male,general,23,2
2022,9198227081,6,female,other,25,5
2022,9493447107,3,female,st,29,4
2022,9054325281,10,female,general,21,5
2022,9347009483,5,female,general,23,2
2022,9514709281,1,male,st,22,5
2022,9452591026,5,male,obc,29,2
2022,9200809736,1,male,obc,25,2
2022,9024519391,8,male,other,25,3
2022,9034315278,10,male,general,22,2
2022,9263712960,3,female,general,25,5
2022,9478865094,2,male,other,29,2
2022,9159704023,12,female,general,29,4
2022,9267211150,7,male,sc,20,3
2022,9211948751,2,female,st,29,2
2022,9016435381,12,male,st,24,4
2022,9363867855,11,male,sc,20,4
2022,9189154844,9,male,general,30,5
2022,9563881741,7,female,other,21,4
2022,9577639765,3,female,st,30,3
2022,9506145605,12,female,other,28,4
2022,9289556148,1,male,st,30,4
2022,9186925082,12,male,obc,28,5
2022,9407220505,4,female,obc,28,5
2022,9356314324,4,female,sc,28,5
2022,9238053883,9,male,other,23,4
2022,9467702074,2,female,st,24,2
2022,9364629048,11,female,general,23,5
2022,9137113889,4,female,sc,25,3
2022,9435803364,9,male,obc,30,4
2022,9109926789,3,male,sc,29,4
2022,9342112512,8,male,st,24,2
2022,9477290392,4,female,obc,24,4
2022,9001711087,4,male,general,29,2
2022,9503655655,9,female,obc,24,5
2022,9192679162,7,female,st,30,2
2022,9572615755,11,male,obc,26,3
2022,9165131499,5,female,st,21,4
2022,9509490031,5,female,sc,20,2
2022,9243410794,2,male,other,21,5
2022,9215341416,12,female,obc,30,5
2022,9501470779,6,male,other,29,4
2022,9230450764,8,female,general,25,3
2022,9045327307,2,female,general,22,2
2022,9161999605,5,female,st,29,3
2022,9275309290,6,female,obc,30,2
2022,9279310301,11,female,other,30,2
2022,9412852534,1,female,obc,27,2
